"T_degC","Salnty","STheta","BtlNum","RecInd","T_prec","T_qual","S_prec","S_qual","P_qual","O_qual","SThtaq","O2Satq","Chlqua","Phaqua","PO4q","SiO3qu","NO2q","NO3q","NH3q","C14A1p","C14A1q","C14A2p","C14A2q","DarkAp","DarkAq","MeanAp","MeanAq","R_Depth","R_TEMP","R_POTEMP","R_SALINITY","R_SIGMA","R_SVA","R_DYNHT","R_PRES","R_SAMP"
12.03,33.642,25.531,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,70,12.03,12.02,33.642,25.53,246,0.2,70,0.999404407385348
10.1,33.404,25.691,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,100,10.1,10.09,33.404,25.69,231.2,0.31,100,0.999404407385348
8.93,33.941,26.302,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,8.93,8.92,33.941,26.3,173.5,0.29,126,0.999404407385348
14.23,33.436,24.932,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,11,14.23,14.23,33.436,24.93,301.6,0.03,11,0.999404407385348
9.26,34.226,26.476,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,275,9.26,9.23,34.226,26.47,160.3,0.56,277,0.999404407385348
5.87,34.11,26.87,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,382,5.87,5.84,34.11,26.87,122.3,0.64,385,0.999404407385348
6.21,34.389,27.05,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,602,6.21,6.16,34.389,27.05,108.9,1.12,606,0.999404407385348
9.19,34.12,26.402,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,200,9.19,9.17,34.12,26.4,165.6,0.47,201,0.999404407385348
5.91,34.178,26.919,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,400,5.91,5.88,34.178,26.91,118,0.71,403,0.999404407385348
11.58,33.413,25.436,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,11.58,11.57,33.413,25.43,254.5,0.14,50,0.999404407385348
11.13,33.473,25.566,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,100,11.13,11.12,33.473,25.56,243.3,0.32,100,0.999404407385348
14.4,33.34,24.822,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,14.4,14.4,33.34,24.82,312.6,0.09,30,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,5,2.01714837803021,9,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,80,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.25,80,0.999404407385348
9.78,34.38,26.509,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,216,9.78,9.76,34.38,26.5,156.1,0.5,217,0.999404407385348
6.32,34.266,26.937,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,454,6.32,6.28,34.266,26.93,117.5,0.78,457,0.999404407385348
17.23,33.55,24.348,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,17.23,17.23,33.55,24.34,356.9,0,0,0.999404407385348
14.5,32.97,24.515,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,14.5,14.5,32.97,24.51,341,0,0,0.999404407385348
16.42,33.31,24.354,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,16.42,16.42,33.31,24.35,357,0.07,20,0.999404407385348
12.74,33.137,25.002,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,40,12.74,12.73,33.137,25.002,295.6,0.121,40,0.999404407385348
17.52,34.62,25.106,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,161,17.52,17.49,34.62,25.1,290.5,0.59,162,0.999404407385348
11.91,33.676,25.582,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,151,11.91,11.89,33.676,25.58,243.3,0.47,152,0.999404407385348
13.68,32.745,24.512,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,30,13.68,13.68,32.745,24.51,342.1,0.1,30,0.999404407385348
13.74,33.606,25.168,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,139,13.74,13.72,33.606,25.16,282.7,0.45,140,0.999404407385348
6.43,34.456,27.074,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,575,6.43,6.38,34.456,27.07,106.5,1.06,579,0.999404407385348
2.11,34.66,27.702,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,2096,2.11,1.96,34.66,27.7,49.2,2.06,2119,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,7,2.01714837803021,9,2.71678721579824,9,9,9,9,9,8.99984823973741,8.99984354710015,9,9,9,9,9,1,9,1,9,1,8.99999167102946,1,8.99999167101955,100,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,101,0.999404407385348
9.79,34.004,26.212,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,101,9.79,9.78,34.004,26.21,181.8,0.21,102,0.999404407385348
13.01,33.301,25.077,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,50,13.01,13,33.301,25.07,288.8,0.15,50,0.999404407385348
6.63,34.192,26.837,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,376,6.63,6.6,34.192,26.83,126,0.57,379,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,7,2.01714837803021,9,2.71678721579824,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,10,0.999404407385348
14.58,35.246,26.257,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8,8.99968680632495,8.99545775618822,8,9,1,9,1,9,1,9,1,9,83,14.58,14.57,35.246,26.25,177.9,0.16,83,0.999404407385348
12.08,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,12.08,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,0,0.999404407385348
17.33,33.44,24.241,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,17.33,17.33,33.44,24.24,368.1,0.11,30,0.999404407385348
11.42,32.809,24.996,0.989444699403396,5,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,75,11.42,11.41,32.809,24.99,296.9,0.24,75,0.999404407385348
14.49,33.637,25.036,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,125,14.49,14.47,33.637,25.03,295.1,0.38,126,0.999404407385348
6.81,33.979,26.644,0.989444699403396,5,3,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,6.81,6.78,33.979,26.64,143.2,0.66,302,0.999404407385348
11.56,33.354,25.395,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,60,11.56,11.55,33.354,25.39,258.7,0.19,60,0.999404407385348
16.43,33.528,24.519,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,30,16.43,16.43,33.528,24.51,341.5,0.11,30,0.999404407385348
7.31,34.013,26.602,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,283,7.31,7.28,34.013,26.6,147.2,0.68,285,0.999404407385348
3.95,34.47,27.378,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1000,3.95,3.87,34.47,27.37,78.5,1.33,1008,0.999404407385348
6.58,34.325,26.95,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,500,6.58,6.53,34.325,26.95,117.2,0.86,503,0.999404407385348
18.35,33.44,23.993,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,18.35,18.35,33.44,23.99,390.7,0,0,0.999404407385348
15.86,33.817,24.871,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,15.86,15.86,33.817,24.87,307.4,0.03,10,0.999404407385348
16.173,33.2149,24.34018,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,51,16.17,16.17,33.215,24.34,359.4,0.2,51,0.999404407385348
7.51,34.058,26.61,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,300,7.51,7.48,34.058,26.61,146.9,0.7,302,0.999404407385348
9.37,33.908,26.206,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,9.37,9.36,33.908,26.2,182.7,0.31,126,0.999404407385348
5.88,33.8403502938806,25.8193937373642,0.989444699403396,7,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,500,5.88,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,504,0.999404407385348
7.74,34.068,26.584,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,250,7.74,7.72,34.068,26.58,148.7,0.57,252,0.999404407385348
9.17,34.057,26.355,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,101,9.17,9.16,34.057,26.35,168.1,0.22,102,0.999404407385348
7.88,33.82,26.367,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,153,7.88,7.86,33.82,26.36,167.5,0.38,154,0.999404407385348
12.22,34.42,26.1,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,12.22,12.2,34.42,26.1,193.5,0.34,126,0.999404407385348
16.5,33.47,24.459,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,30,16.5,16.5,33.47,24.45,347.3,0.1,30,0.999404407385348
8.03,34.14,26.598,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,275,8.03,8,34.14,26.59,147.9,0.62,277,0.999404407385348
10.64,34.693,26.608,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,10.64,10.6,34.693,26.6,149.3,0.79,301,0.999404407385348
8.55,33.267,25.833,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,8.55,8.53,33.267,25.83,218.2,0.43,151,0.999404407385348
5.91,34.096,26.854,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,400,5.91,5.88,34.096,26.85,124.1,0.82,402,0.999404407385348
13.92,33.46,25.015,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,15,13.92,13.92,33.46,25.01,293.8,0.04,15,0.999404407385348
9.25,34.44,26.645,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,9.25,9.22,34.44,26.64,144.8,0.69,302,0.999404407385348
3.9,34.478,27.389,0.989444699403396,5,2,7.47182946339776,3,7.94505699869183,8.99999554734288,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1000,3.9,3.82,34.478,27.389,77.4,1.458,1008,0.999404407385348
6.35,34.51,27.127,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,584,6.35,6.3,34.51,27.12,101.6,1.1,588,0.999404407385348
22.55,35.326,24.312,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,0,22.55,22.55,35.326,24.31,360.3,0,0,0.999404407385348
14.86,33.172,24.594,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,0,14.86,14.86,33.172,24.59,333.4,0,0,0.999404407385348
10.12,33.72,25.933,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,49,10.12,10.11,33.72,25.93,207.1,0.1,49,0.999404407385348
6.23,34.421,27.072,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,500,6.23,6.19,34.421,27.07,105.4,0.83,503,0.999404407385348
6.116,34.2132,26.92619,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,439,6.12,6.08,34.213,26.926,118.5,0.777,443,0.999404407385348
12.62,33.8403502938806,25.8193937373642,0.989444699403396,7,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,8.99968680632495,9,9,9,1,9,1,9,1,9,1,9,400,12.62,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,403,0.999404407385348
12.99,33.394,25.152,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,12.99,12.99,33.394,25.15,281.1,0.08,30,0.999404407385348
12.01,34.13,25.915,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,12.01,11.99,34.13,25.91,211,0.38,126,0.999404407385348
11.7,33.524,25.501,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,71,11.7,11.69,33.524,25.5,248.9,0.21,71,0.999404407385348
8.46,34.18,26.565,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,242,8.46,8.43,34.18,26.56,150.8,0.54,243,0.999404407385348
6.16,34.337,27.014,1,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,512,6.16,6.11,34.337,27.01,110.9,0.85,516,0.999404407385348
17.63,33.44,24.17,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,15,17.63,17.63,33.44,24.17,374.2,0.05,15,0.999404407385348
5.773,34.1933,26.9546,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,4,1,9,1,9,1,9,1,9,515,5.77,5.73,34.193,26.955,116.6,1.05,519,0.999404407385348
16.47,33.48,24.473,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,9,16.47,16.47,33.48,24.47,345.3,0.03,9,0.999404407385348
10.61,33.728,25.858,0.989444699403396,5,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,175,10.61,10.59,33.728,25.85,217.2,0.55,176,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,5,2.01714837803021,9,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,80,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.17,80,0.999404407385348
11.78,33.404,25.392,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,40,11.78,11.77,33.404,25.392,258.4,0.123,40,0.999404407385348
11.32,33.434,25.502,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,109,11.32,11.31,33.434,25.5,249.7,0.37,109,0.999404407385348
6.7,34.133,26.782,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,400,6.7,6.66,34.133,26.78,131.7,0.91,402,0.999404407385348
7.42,34.042,26.61,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,318,7.42,7.39,34.042,26.61,147.2,0.79,320,0.999404407385348
14.33,32.814,24.43,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,0,14.33,14.33,32.814,24.43,349,0,0,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,3,2.01714837803021,9,2.71678721579824,9,9,9,9,9,8.99984823973741,8.99984354710015,9,9,9,9,9,1,8.99999175116809,1,8.99999175134306,1,8.99999167102946,1,8.99999167101955,90,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,91,0.999404407385348
4.45,34.4,27.268,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,800,4.45,4.39,34.4,27.26,87.9,1.21,806,0.999404407385348
11.37,33.066,25.206,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,85,11.37,11.36,33.066,25.2,277.2,0.3,85,0.999404407385348
16.22,33.62,24.637,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,0,16.22,16.22,33.62,24.63,329.3,0,0,0.999404407385348
13.09,33.38,25.123,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,75,13.09,13.08,33.38,25.12,285.1,0.26,75,0.999404407385348
12.23,33.385,25.294,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,9,9,9,9,9,1,9,1,9,1,9,1,9,95,12.23,12.22,33.385,25.29,269.2,0.31,95,0.999404407385348
15.68,33.14,24.39,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,10,15.68,15.68,33.14,24.39,353,0.03,10,0.999404407385348
5.48,34.18,26.974,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,500,5.48,5.44,34.18,26.97,113.7,0.86,504,0.999404407385348
18.81,33.481,23.91,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,10,18.81,18.81,33.481,23.91,399,0.04,10,0.999404407385348
12.36,33.318,25.216,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,40,12.36,12.35,33.318,25.216,275.2,0.122,40,0.999404407385348
12.35,33.44,25.314,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,96,12.35,12.34,33.44,25.31,267.4,0.33,96,0.999404407385348
