"T_degC","Salnty","STheta","BtlNum","RecInd","T_prec","T_qual","S_prec","S_qual","P_qual","O_qual","SThtaq","O2Satq","Chlqua","Phaqua","PO4q","SiO3qu","NO2q","NO3q","NH3q","C14A1p","C14A1q","C14A2p","C14A2q","DarkAp","DarkAq","MeanAp","MeanAq","R_Depth","R_TEMP","R_POTEMP","R_SALINITY","R_SIGMA","R_SVA","R_DYNHT","R_PRES","R_SAMP"
11.37,33.669,25.674,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,41,11.37,11.36,33.669,25.67,231.7,0.11,41,0.999404407385348
13.91,33.607,25.131,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,31,13.91,13.91,33.607,25.13,283.2,0.08,31,0.999404407385348
8.286,33.9691,26.42893,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,232,8.29,8.26,33.969,26.429,163.6,0.656,234,0.999404407385348
9.792,33.758,26.02211,0.989444699403396,7,2,7.47182946339776,3,6,8.99999554734288,6,6,6,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,8.94766788032646,1,9,1,9,1,9,1,9,125,9.79,9.78,33.758,26.022,200.5,0.335,126,0.999404407385348
4.32,34.44,27.315,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,900,4.32,4.25,34.44,27.31,84.3,1.27,907,0.999404407385348
8.31,34.192,26.598,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,8.31,8.28,34.192,26.59,148.7,0.68,302,0.999404407385348
10.33,33.72,25.898,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,10.33,10.32,33.72,25.89,210.5,0.12,50,0.999404407385348
14.52,33.594,24.995,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,92,14.52,14.51,33.594,24.99,298,0.31,92,0.999404407385348
11.78,33.95,25.818,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,94,11.78,11.77,33.95,25.81,219.4,0.26,94,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,7,2.01714837803021,9,2.71678721579824,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,20,0.999404407385348
9.4,33.92,26.21,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,138,9.4,9.38,33.92,26.21,182.5,0.33,139,0.999404407385348
5.72,34.3,27.041,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,564,5.72,5.67,34.3,27.04,108.6,1.14,568,0.999404407385348
13.99,33.25,24.839,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,29,13.99,13.99,33.25,24.83,311,0.09,29,0.999404407385348
12.17,33.21,25.169,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,70,12.17,12.16,33.21,25.16,280.4,0.22,70,0.999404407385348
14.95,33.62,24.922,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,75,14.95,14.94,33.62,24.92,304.5,0.25,75,0.999404407385348
10.49,33.98,26.075,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,10.49,10.47,33.98,26.07,196,0.4,151,0.999404407385348
9.04,33.766,26.148,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,150,9.04,9.02,33.766,26.14,188.6,0.43,151,0.999404407385348
9.34,33.64,26,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,63,9.34,9.33,33.64,26,200.9,0.17,63,0.999404407385348
13.53,33.399,25.049,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,60,13.53,13.52,33.399,25.04,291.8,0.2,60,0.999404407385348
8.68,34.228,26.568,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,250,8.68,8.65,34.228,26.56,150.7,0.55,251,0.999404407385348
13.41,33.595,25.223,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,10,13.41,13.41,33.595,25.22,273.8,0.02,10,0.999404407385348
3.6,34.56,27.485,0.989444699403396,3,2,7.47182946339776,2,8,9,8.75561523966298,8,8,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1112,3.6,10.8422950455292,34.56,25.8110102536062,220.938918250642,0.431763052336453,1123,0.999404407385348
10.54,33.74,25.878,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,108,10.54,10.53,33.74,25.87,213.7,0.29,109,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,7,2.01714837803021,9,2.71678721579824,9,9,9,9,9,8.99984823973741,8.99984354710015,9,9,9,9,9,1,9,1,9,1,8.99999167102946,1,8.99999167101955,30,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,30,0.999404407385348
9.34,34.03,26.306,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,99,9.34,9.33,34.03,26.3,172.7,0.2,100,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,7,2.01714837803021,9,2.71678721579824,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,500,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,505,0.999404407385348
11.75,33.324,25.336,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,58,11.75,11.74,33.324,25.33,264.2,0.18,58,0.999404407385348
8.14,34.039,26.502,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,236,8.14,8.12,34.039,26.5,156.4,0.51,237,0.999404407385348
12.12,34.108,25.877,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,12.12,12.1,34.108,25.87,214.6,0.45,125,0.999404407385348
8.21,34.56,26.904,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,419,8.21,8.17,34.56,26.9,122,1,421,0.999404407385348
10.68,33.51,25.675,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,128,10.68,10.66,33.51,25.67,233.5,0.4,129,0.999404407385348
9.94,33.808,26.033,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,60,9.94,9.93,33.808,26.03,197.9,0.13,60,0.999404407385348
5.12,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,580,5.12,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,585,0.999404407385348
7.48,34.04,26.599,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,236,7.48,7.46,34.04,26.59,146.9,0.54,237,0.999404407385348
9.66,33.793,26.069,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,9.66,9.65,33.793,26.06,195.8,0.35,126,0.999404407385348
13.43,32.905,24.685,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,2,13.43,13.43,32.905,24.685,324.8,0.006,2,0.999404407385348
10.24,34.072,26.191,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,9,8.99312177199759,9,1,9,1,9,1,9,1,9,200,10.24,10.22,34.072,26.19,186.1,0.61,201,0.999404407385348
12.79,34.313,25.906,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,12.79,12.77,34.313,25.9,212.1,0.35,126,0.999404407385348
6.37,34.33,26.982,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,492,6.37,6.33,34.33,26.98,113.9,0.96,495,0.999404407385348
7.4,34.141,26.691,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,7.4,7.37,34.141,26.69,139.2,0.62,302,0.999404407385348
10.03,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,154,10.03,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,155,0.999404407385348
3.66,34.38,27.335,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,982,3.66,3.59,34.38,27.33,81.7,1.32,991,0.999404407385348
11.63,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,216,11.63,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,218,0.999404407385348
9.71,33.805,26.071,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,150,9.71,9.69,33.805,26.07,196.2,0.4,151,0.999404407385348
6.3,34.2,26.888,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,9,9,9,9,1,9,1,9,1,9,1,9,498,6.3,6.26,34.2,26.88,122.7,0.86,501,0.999404407385348
5.39,34.267,27.054,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,576,5.39,5.34,34.267,27.05,107,1.11,580,0.999404407385348
4.37,34.26,27.164,0.989444699403396,5,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,700,4.37,4.32,34.26,27.16,96.4,1.05,706,0.999404407385348
8.75,33.923,26.316,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,78,8.75,8.74,33.923,26.31,171.2,0.16,78,0.999404407385348
8.62,34.02,26.414,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,213,8.62,8.6,34.02,26.41,164.5,0.56,214,0.999404407385348
10.26,34.632,26.626,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,300,10.26,10.22,34.632,26.62,147.3,0.68,302,0.999404407385348
10.18,34.52,26.552,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,259,10.18,10.15,34.52,26.55,153.3,0.6,260,0.999404407385348
9.4,34.45,26.628,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,276,9.4,9.37,34.45,26.62,146,0.59,277,0.999404407385348
9.89,33.512,25.812,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,145,9.89,9.87,33.512,25.81,220.7,0.42,146,0.999404407385348
8.53,34.021,26.427,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,84,8.53,8.52,34.021,26.42,160.8,0.16,85,0.999404407385348
15.08,33.8403502938806,25.8193937373642,0.989444699403396,3,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,30,15.08,15.08,33.8402954670835,25.8110102536062,220.938918250642,0.11,30,0.999404407385348
16.63,33.056,24.111,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,30,16.63,16.63,33.056,24.11,380.5,0.11,30,0.999404407385348
10.31,33.42,25.668,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,72,10.31,10.3,33.42,25.66,232.9,0.2,72,0.999404407385348
3.74,34.57,27.48,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,1177,3.74,3.65,34.57,27.48,70.1,1.67,1186,0.999404407385348
7.03,34.242,26.823,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,375,7.03,6.99,34.242,26.82,127.7,0.67,377,0.999404407385348
15.02,33.387,24.726,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,9,9,1,9,1,9,1,9,1,9,36,15.02,15.01,33.387,24.72,321.9,0.12,36,0.999404407385348
10.23,33.687,25.891,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,125,10.23,10.22,33.687,25.89,212.9,0.36,126,0.999404407385348
10.34,34.368,26.406,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,250,10.34,10.31,34.368,26.4,167,0.63,251,0.999404407385348
15.38,33.572,24.79,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,15.38,15.37,33.572,24.79,316.3,0.16,50,0.999404407385348
11.83,33.8403502938806,25.8193937373642,0.989444699403396,7,2,7.47182946339776,2.71678721579824,9,9,8.75561523966298,9,9,9,9,8.99932047473804,8.99968680632495,9,8.99312177199759,9,1,9,1,9,1,9,1,9,50,11.83,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,50,0.999404407385348
18.91,34.758,24.865,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,100,18.91,18.89,34.758,24.86,311.4,0.31,100,0.999404407385348
6.62,34.029,26.709,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,340,6.62,6.59,34.029,26.7,137.5,0.82,342,0.999404407385348
14.35,33.13,24.67,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,7,14.35,14.35,33.13,24.67,326.4,0.02,7,0.999404407385348
14.83,33.343,24.733,0.989444699403396,5,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,14.83,14.83,33.343,24.73,320.8,0.06,20,0.999404407385348
17.85,34.769,25.134,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,17.85,17.84,34.769,25.13,283.1,0.09,30,0.999404407385348
10.7996769200141,33.8403502938806,25.8193937373642,0.989444699403396,7,2.01714837803021,9,2.71678721579824,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,10.7996974891674,10.8422950455292,33.8402954670835,25.8110102536062,220.938918250642,0.431763052336453,20,0.999404407385348
9.79,33.848,26.09,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,9,8.46701001169804,9,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,118,9.79,9.78,33.848,26.09,193.7,0.29,119,0.999404407385348
9.69,33.292,25.671,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,50,9.69,9.68,33.292,25.67,232,0.13,50,0.999404407385348
11.86,33.309,25.306,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,125,11.86,11.84,33.309,25.3,268.8,0.43,125,0.999404407385348
7.51,34.085,26.631,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,300,7.51,7.48,34.085,26.63,144.9,0.68,302,0.999404407385348
9.19,34.638,26.812,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,400,9.19,9.15,34.638,26.81,131.2,0.85,402,0.999404407385348
4.9,34.131,27.003,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,570,4.9,4.85,34.131,27,111,1.06,574,0.999404407385348
13.48,33.363,25.03,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,30,13.48,13.48,33.363,25.03,292.7,0.09,30,0.999404407385348
14.64,34.81,25.907,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,62,14.64,14.63,34.81,25.9,210.5,0.17,62,0.999404407385348
5.21,34.236,27.051,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,600,5.21,5.16,34.236,27.05,107.3,1.06,604,0.999404407385348
12.19,33.747,25.581,0.989444699403396,7,2,7.47182946339776,3,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,20,12.19,12.19,33.747,25.58,240,0.05,20,0.999404407385348
8.57,34.08,26.468,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,191,8.57,8.55,34.08,26.46,158.9,0.46,192,0.999404407385348
11.27,33.06,25.218,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,21,11.27,11.27,33.06,25.21,274.5,0.05,21,0.999404407385348
9.2,33.964,26.279,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,198,9.2,9.18,33.964,26.27,177.3,0.58,199,0.999404407385348
12.94,33.557,25.29,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,8.75561523966298,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,8.99932047473804,8.99968680632495,8.99545775618822,8.99312177199759,9,1,9,1,9,1,9,1,9,74,12.94,12.93,33.557,25.29,269.2,0.27,74,0.999404407385348
8.7,34.025,26.405,0.989444699403396,3,2,7.47182946339776,3,7.94505699869183,8.99999554734288,6,8.46701001169804,8.79348659531582,8.99984823973741,8.99984354710015,9,9,9,9,9,1,9,1,9,1,9,1,9,170,8.7,8.68,34.025,26.405,164.6,0.367,171,0.999404407385348
10.63,33.68,25.816,0.989444699403396,3,2,7.47182946339776,2,7.94505699869183,9,8.75561523966298,8.46701001169804,8.79348659531582,9,9,9,9,9,9,9,1,9,1,9,1,9,1,9,101,10.63,10.62,33.68,25.81,219.5,0.29,101,0.999404407385348
